"hotel","country","arrival_date_month","num_booking","num_cancel","distribution_channel","total_parking","total_special_request"
"City Hotel","HUN","August","1","0","Direct","0","2"
"Resort Hotel","DZA","December","1","0","TA/TO","1","2"
"Resort Hotel","MOZ","August","2","2","TA/TO","0","1"
"City Hotel","TZA","March","1","0","TA/TO","0","0"
"City Hotel","CHL","August","1","0","TA/TO","0","1"
"City Hotel","KAZ","July","4","1","TA/TO","0","6"
"City Hotel","CRI","April","3","0","TA/TO","0","1"
"City Hotel","PRI","June","1","0","TA/TO","0","1"
"City Hotel","ISL","April","40","0","TA/TO","0","3"
"Resort Hotel","DEU","February","1","0","Corporate","0","0"
"City Hotel","RUS","March","31","19","TA/TO","0","23"
"City Hotel","GBR","October","2","0","Corporate","0","0"
"City Hotel","USA","June","8","0","Corporate","0","6"
"City Hotel","AUS","February","1","0","Direct","1","1"
"City Hotel","DNK","December","1","0","Direct","0","0"
"Resort Hotel","FIN","July","17","2","TA/TO","0","14"
"City Hotel","CPV","September","1","0","TA/TO","0","0"
"City Hotel","NLD","September","4","0","Corporate","0","0"
"Resort Hotel","CN","October","53","14","TA/TO","4","19"
"Resort Hotel","NLD","November","1","0","Corporate","0","0"
"City Hotel","HUN","July","2","0","Direct","0","1"
"Resort Hotel","CZE","November","1","0","Direct","0","1"
"City Hotel","DNK","February","17","6","TA/TO","0","10"
"Resort Hotel","CN","January","12","6","TA/TO","2","7"
"City Hotel","DEU","April","4","0","GDS","0","1"
"City Hotel","SVN","November","2","0","Direct","0","3"
"City Hotel","SVK","May","3","1","TA/TO","0","2"
"Resort Hotel","BEL","November","2","0","Corporate","0","0"
"City Hotel","ZAF","June","4","1","Direct","1","5"
"City Hotel","MKD","November","7","0","Corporate","0","3"
"City Hotel","SWE","October","5","0","Corporate","0","0"
"City Hotel","NLD","January","1","1","GDS","0","0"
"City Hotel","TWN","February","3","3","TA/TO","0","1"
"Resort Hotel","POL","January","14","0","Direct","2","10"
"City Hotel","FRA","July","104","7","Direct","11","64"
"City Hotel","POL","July","41","18","TA/TO","2","33"
"City Hotel","DEU","March","3","1","GDS","0","0"
"City Hotel","IRL","February","1","0","GDS","0","0"
"City Hotel","POL","September","2","0","Direct","0","0"
"City Hotel","IND","May","11","7","TA/TO","0","3"
"Resort Hotel","MAR","November","1","0","TA/TO","1","0"
"City Hotel","NGA","March","4","4","TA/TO","0","2"
"City Hotel","VEN","January","3","3","TA/TO","0","0"
"City Hotel","DEU","April","6","0","Corporate","0","0"
"Resort Hotel","CHE","January","3","0","Direct","2","0"
"Resort Hotel","USA","March","7","1","TA/TO","3","4"
"Resort Hotel","RUS","July","3","2","Direct","0","1"
"Resort Hotel","MAR","May","2","2","TA/TO","0","1"
"Resort Hotel","COL","March","1","0","TA/TO","0","0"
"City Hotel","EGY","February","3","0","TA/TO","0","1"
"City Hotel","CHN","May","1","0","Corporate","0","0"
"City Hotel","FRA","November","8","0","Corporate","0","0"
"City Hotel","MAR","June","1","0","Corporate","0","0"
"City Hotel","AGO","March","17","11","TA/TO","0","5"
"City Hotel","CHE","November","59","8","TA/TO","1","66"
"Resort Hotel","ESP","December","331","32","TA/TO","45","210"
"Resort Hotel","CHL","January","1","0","TA/TO","0","2"
"City Hotel","FRA","April","8","1","Corporate","0","3"
"City Hotel","MOZ","July","14","6","TA/TO","0","23"
"City Hotel","CHL","December","1","0","Direct","0","0"
"City Hotel","AUT","May","224","41","TA/TO","0","117"
"Resort Hotel","CHN","May","7","3","TA/TO","0","7"
"City Hotel","BRA","January","1","0","GDS","0","0"
"Resort Hotel","RUS","January","1","0","Direct","0","0"
"Resort Hotel","PAK","May","1","0","TA/TO","0","1"
"Resort Hotel","AUT","April","3","0","Corporate","1","0"
"City Hotel","BRA","October","1","0","Corporate","0","1"
"Resort Hotel","CHN","June","6","0","TA/TO","2","3"
"City Hotel","VEN","July","1","0","TA/TO","0","1"
"City Hotel","COL","January","3","1","TA/TO","1","5"
"City Hotel","USA","April","1","1","GDS","0","0"
"City Hotel","POL","August","59","20","TA/TO","5","46"
"City Hotel","HKG","December","1","1","TA/TO","0","2"
"City Hotel","FIN","September","1","0","Direct","0","2"
"Resort Hotel","BRA","July","8","0","Direct","5","9"
"City Hotel","DEU","April","581","137","TA/TO","10","435"
"City Hotel","DEU","February","18","2","Direct","1","5"
"City Hotel","ISL","January","1","0","TA/TO","0","0"
"City Hotel","LVA","March","4","1","TA/TO","0","3"
"Resort Hotel","PRT","July","1375","724","TA/TO","186","1066"
"City Hotel","MAR","December","1","0","Direct","0","0"
"City Hotel","IRN","December","2","0","Direct","0","2"
"Resort Hotel","ZWE","November","1","0","TA/TO","0","0"
"Resort Hotel","HKG","June","1","1","TA/TO","0","0"
"City Hotel","ESP","March","3","0","GDS","0","0"
"City Hotel","CHN","November","1","0","Direct","0","1"
"City Hotel","GRC","February","1","0","Corporate","0","0"
"Resort Hotel","OMN","September","1","0","TA/TO","0","3"
"City Hotel","IND","October","8","3","TA/TO","0","12"
"City Hotel","IRL","December","1","0","GDS","0","0"
"City Hotel","ISL","July","2","2","TA/TO","0","0"
"Resort Hotel","CHL","July","2","0","TA/TO","1","2"
"City Hotel","VNM","June","1","0","TA/TO","0","0"
"City Hotel","KOR","May","1","0","Corporate","0","0"
"City Hotel","LTU","May","1","0","Direct","0","0"
"City Hotel","ROU","September","20","2","TA/TO","0","20"
"City Hotel","BGR","April","10","2","TA/TO","0","7"
"City Hotel","GBR","September","30","3","Direct","0","9"
"City Hotel","CHN","March","61","30","TA/TO","0","28"
"Resort Hotel","AUT","January","1","0","Direct","0","0"
"City Hotel","BRA","May","11","1","Direct","0","16"
"Resort Hotel","CN","September","1","0","Direct","0","2"
"Resort Hotel","DZA","July","2","2","TA/TO","0","1"
"City Hotel","DEU","October","628","71","TA/TO","6","457"
"City Hotel","HRV","March","1","0","Direct","0","0"
"City Hotel","EST","September","5","2","TA/TO","0","2"
"City Hotel","DNK","April","1","0","Corporate","0","0"
"City Hotel","MEX","July","7","0","TA/TO","0","8"
"City Hotel","POL","October","31","2","TA/TO","0","30"
"Resort Hotel","IRL","March","81","5","TA/TO","4","56"
"City Hotel","UKR","January","3","2","TA/TO","0","1"
"City Hotel","MEX","May","2","0","Corporate","0","1"
"Resort Hotel","BGR","August","1","0","TA/TO","0","0"
"City Hotel","AND","April","1","1","TA/TO","0","0"
"City Hotel","JPN","March","15","3","TA/TO","0","12"
"Resort Hotel","DEU","October","5","0","Direct","1","1"
"City Hotel","GAB","September","1","1","TA/TO","0","1"
"City Hotel","TUR","January","25","12","TA/TO","0","17"
"Resort Hotel","IRL","August","166","28","TA/TO","0","156"
"Resort Hotel","RUS","April","1","0","Direct","1","0"
"City Hotel","ITA","April","341","162","TA/TO","2","201"
"City Hotel","MEX","May","8","2","TA/TO","0","5"
"City Hotel","GHA","July","1","1","TA/TO","0","1"
"City Hotel","SWE","June","6","0","Corporate","0","0"
"Resort Hotel","UKR","September","1","0","TA/TO","0","2"
"Resort Hotel","BEL","May","27","6","TA/TO","5","25"
"City Hotel","ITA","January","8","2","GDS","0","6"
"City Hotel","PRT","February","238","48","Direct","25","168"
"City Hotel","ISR","November","17","1","TA/TO","0","21"
"City Hotel","NZL","April","6","3","TA/TO","0","9"
"City Hotel","ESP","August","6","0","Corporate","0","0"
"City Hotel","ARM","May","2","2","TA/TO","0","0"
"City Hotel","ESP","November","16","4","Direct","2","12"
"City Hotel","SWE","November","1","0","GDS","0","0"
"City Hotel","ITA","August","539","242","TA/TO","7","277"
"City Hotel","NLD","December","50","16","TA/TO","3","49"
"City Hotel","BRA","November","12","2","Direct","0","3"
"Resort Hotel","ISR","May","3","0","TA/TO","2","3"
"City Hotel","CHE","May","5","0","Corporate","0","0"
"City Hotel","AUT","May","6","1","Corporate","0","0"
"City Hotel","IND","June","10","5","TA/TO","0","10"
"Resort Hotel","ARM","November","1","0","TA/TO","0","0"
"Resort Hotel","NLD","August","35","5","TA/TO","4","29"
"City Hotel","MEX","March","3","0","Direct","0","1"
"City Hotel","AUT","June","4","0","Corporate","0","0"
"Resort Hotel","JEY","October","1","1","TA/TO","0","0"
"City Hotel","KOR","July","1","0","Direct","0","0"
"City Hotel","PER","October","2","0","TA/TO","0","2"
"City Hotel","TUR","June","10","0","Corporate","0","0"
"Resort Hotel","FIN","December","2","0","Direct","0","0"
"City Hotel","UKR","August","4","1","TA/TO","0","2"
"Resort Hotel","USA","February","1","0","Corporate","0","0"
"City Hotel","LAO","August","2","0","TA/TO","0","2"
"Resort Hotel","CN","November","1","0","Direct","1","0"
"Resort Hotel","PRT","May","202","61","Direct","51","87"
"City Hotel","ROU","April","2","0","Direct","0","4"
"City Hotel","USA","May","5","4","GDS","0","4"
"Resort Hotel","DEU","January","38","6","TA/TO","10","22"
"Resort Hotel","FRA","December","124","20","TA/TO","15","66"
"Resort Hotel","CHN","January","4","0","TA/TO","0","2"
"Resort Hotel","ESP","February","263","30","TA/TO","40","200"
"City Hotel","KOR","October","1","0","Corporate","0","0"
"City Hotel","SRB","October","4","0","TA/TO","0","5"
"City Hotel","PRT","November","1487","1067","TA/TO","8","383"
"City Hotel","DEU","May","14","0","Corporate","0","0"
"Resort Hotel","FRA","February","93","10","TA/TO","13","59"
"Resort Hotel","ISL","January","2","0","TA/TO","0","2"
"City Hotel","ESP","October","222","40","TA/TO","10","206"
"Resort Hotel","ISR","July","11","4","TA/TO","2","16"
"City Hotel","BRA","May","175","96","TA/TO","0","162"
"City Hotel","IND","December","7","1","TA/TO","0","15"
"City Hotel","GRC","September","1","0","Direct","0","0"
"City Hotel","USA","June","1","0","GDS","0","1"
"City Hotel","TUR","November","15","6","TA/TO","0","13"
"Resort Hotel","USA","May","42","12","TA/TO","7","39"
"City Hotel","COL","June","1","0","Direct","0","0"
"Resort Hotel","BRA","April","29","5","TA/TO","7","28"
"City Hotel","USA","April","3","0","Corporate","0","3"
"City Hotel","ZAF","July","3","0","Direct","0","4"
"City Hotel","JEY","September","1","1","TA/TO","0","0"
"Resort Hotel","DZA","August","2","0","Direct","0","4"
"Resort Hotel","QAT","August","1","0","TA/TO","0","0"
"Resort Hotel","BEL","March","13","2","TA/TO","2","7"
"City Hotel","IRL","November","1","0","Corporate","0","0"
"City Hotel","MYS","December","1","0","Direct","0","0"
"City Hotel","AUT","March","91","33","TA/TO","1","79"
"Resort Hotel","ESP","November","189","19","TA/TO","35","141"
"City Hotel","CHL","April","7","5","TA/TO","0","7"
"City Hotel","FIN","November","2","0","Corporate","0","0"
"City Hotel","TUR","April","16","9","TA/TO","0","5"
"City Hotel","DNK","January","1","0","Direct","0","1"
"City Hotel","RUS","August","50","28","TA/TO","0","30"
"Resort Hotel","CZE","August","1","0","TA/TO","0","3"
"City Hotel","ECU","August","1","1","Direct","0","0"
"City Hotel","IRL","May","4","0","Corporate","0","0"
"City Hotel","KOR","October","6","2","TA/TO","0","5"
"Resort Hotel","PRT","February","234","43","Corporate","21","30"
"City Hotel","FIN","October","20","4","TA/TO","0","22"
"Resort Hotel","BEL","July","11","1","Direct","4","8"
"City Hotel","PHL","December","2","0","Direct","1","0"
"City Hotel","KOR","September","9","3","TA/TO","0","9"
"City Hotel","ABW","June","1","0","TA/TO","0","2"
"City Hotel","KOR","July","7","2","TA/TO","0","7"
"City Hotel","BEL","June","24","3","Direct","3","17"
"City Hotel","GBR","May","41","9","Direct","2","23"
"Resort Hotel","SWE","September","1","0","Direct","1","1"
"City Hotel","EGY","May","1","1","TA/TO","0","0"
"City Hotel","VEN","March","2","2","TA/TO","0","2"
"Resort Hotel","MYS","May","1","0","TA/TO","0","0"
"City Hotel","NZL","May","13","1","TA/TO","0","3"
"City Hotel","DNK","March","4","0","Direct","0","3"
"City Hotel","SWE","October","75","9","TA/TO","1","52"
"City Hotel","MLT","May","1","0","Direct","0","0"
"City Hotel","USA","June","172","43","TA/TO","0","158"
"City Hotel","ZAF","July","5","3","TA/TO","0","2"
"City Hotel","CHN","October","1","0","Direct","0","0"
"City Hotel","PAN","February","1","0","TA/TO","0","0"
"City Hotel","MAR","January","3","0","Direct","0","1"
"City Hotel","ROU","January","20","8","TA/TO","0","17"
"City Hotel","NLD","March","3","0","Direct","1","0"
"City Hotel","CN","April","41","14","TA/TO","0","35"
"Resort Hotel","ESP","July","460","138","TA/TO","94","387"
"City Hotel","ITA","September","296","33","TA/TO","4","181"
"City Hotel","JOR","April","1","0","TA/TO","0","1"
"City Hotel","CYP","November","4","1","TA/TO","0","8"
"Resort Hotel","LVA","May","1","0","TA/TO","0","0"
"City Hotel","HRV","December","2","0","TA/TO","0","1"
"City Hotel","HRV","July","1","0","Direct","0","2"
"Resort Hotel","NLD","May","2","0","Direct","0","0"
"Resort Hotel","ITA","May","5","0","Direct","2","4"
"Resort Hotel","IND","March","1","0","TA/TO","0","1"
"City Hotel","PHL","April","5","4","TA/TO","0","1"
"Resort Hotel","FRA","March","104","12","TA/TO","19","79"
"City Hotel","NOR","June","56","25","TA/TO","1","41"
"City Hotel","ITA","December","235","101","TA/TO","3","219"
"City Hotel","CHL","June","1","0","Direct","0","0"
"City Hotel","POL","December","14","2","TA/TO","0","15"
"City Hotel","DNK","May","2","0","Corporate","0","0"
"City Hotel","NZL","November","2","0","TA/TO","0","0"
"City Hotel","POL","February","1","0","Corporate","0","0"
"City Hotel","POL","March","7","0","Direct","0","5"
"City Hotel","QAT","August","2","1","TA/TO","0","0"
"City Hotel","JOR","February","1","0","TA/TO","0","1"
"Resort Hotel","FIN","April","20","5","TA/TO","1","12"
"City Hotel","CPV","February","2","2","TA/TO","0","0"
"City Hotel","NLD","April","2","0","Corporate","0","0"
"City Hotel","CN","February","13","5","TA/TO","0","11"
"City Hotel","DEU","August","52","4","Direct","2","28"
"Resort Hotel","PLW","July","1","0","TA/TO","0","2"
"Resort Hotel","SVN","August","2","0","Direct","1","3"
"City Hotel","GBR","August","57","9","Direct","2","49"
"Resort Hotel","RUS","May","1","0","Direct","1","2"
"City Hotel","ISR","December","5","3","TA/TO","0","5"
"City Hotel","MAR","June","2","1","TA/TO","0","3"
"City Hotel","NOR","October","4","1","Direct","0","0"
"City Hotel","AUS","November","3","0","Direct","0","1"
"City Hotel","ITA","March","8","0","Corporate","0","2"
"Resort Hotel","MAR","January","3","0","Direct","2","0"
"Resort Hotel","ROU","May","22","5","TA/TO","2","18"
"Resort Hotel","SRB","April","1","0","Corporate","0","0"
"City Hotel","MEX","November","6","0","TA/TO","0","2"
"City Hotel","ZAF","April","1","0","TA/TO","0","1"
"City Hotel","SVN","August","2","2","TA/TO","0","0"
"Resort Hotel","ITA","July","32","6","TA/TO","6","27"
"City Hotel","AUT","April","1","0","Corporate","0","0"
"Resort Hotel","BEL","November","2","0","Direct","1","2"
"Resort Hotel","BGR","March","1","0","TA/TO","0","0"
"Resort Hotel","SVK","November","1","0","TA/TO","1","1"
"City Hotel","CYP","July","1","1","TA/TO","0","0"
"Resort Hotel","IND","January","2","0","Direct","0","0"
"City Hotel","ROU","October","1","0","Direct","0","0"
"City Hotel","BLR","July","1","0","TA/TO","0","2"
"Resort Hotel","CUB","January","1","0","TA/TO","0","2"
"City Hotel","CZE","December","2","1","TA/TO","0","2"
"City Hotel","GBR","November","2","0","GDS","0","1"
"City Hotel","BRA","September","17","2","Direct","0","6"
"City Hotel","BEL","December","45","11","TA/TO","1","48"
"Resort Hotel","NZL","July","1","0","Direct","0","0"
"Resort Hotel","CHE","September","25","1","TA/TO","5","17"
"City Hotel","JOR","October","1","0","GDS","0","0"
"Resort Hotel","SAU","June","1","0","TA/TO","1","0"
"City Hotel","BGR","June","8","0","TA/TO","0","4"
"Resort Hotel","LUX","September","1","0","Direct","0","0"
"Resort Hotel","BEL","September","41","15","Corporate","0","1"
"City Hotel","ESP","November","5","2","GDS","0","1"
"City Hotel","MUS","August","1","1","TA/TO","0","0"
"City Hotel","ISL","February","2","1","TA/TO","0","5"
"City Hotel","ESP","November","163","38","TA/TO","11","151"
"City Hotel","STP","May","1","0","Direct","0","0"
"City Hotel","BEN","May","2","2","TA/TO","0","4"
"Resort Hotel","BEL","June","2","0","Direct","1","2"
"City Hotel","AUS","October","17","1","TA/TO","0","16"
"City Hotel","MYS","August","1","0","TA/TO","0","2"
"Resort Hotel","DEU","June","5","0","Direct","2","1"
"City Hotel","CZE","October","2","0","Corporate","0","0"
"City Hotel","ARG","April","16","5","TA/TO","1","13"
"City Hotel","CHE","August","6","1","Direct","0","1"
"City Hotel","PHL","May","4","4","Direct","0","2"
"City Hotel","LKA","November","1","0","TA/TO","0","1"
"City Hotel","ESP","October","26","1","Corporate","1","3"
"City Hotel","BRA","July","152","74","TA/TO","3","141"
"Resort Hotel","HUN","September","5","0","TA/TO","2","5"
"City Hotel","PRT","May","2615","2028","TA/TO","12","508"
"City Hotel","ZAF","February","2","1","Direct","0","3"
"City Hotel","AGO","July","2","1","Direct","0","1"
"City Hotel","ITA","February","11","1","Direct","1","10"
"Resort Hotel","NLD","February","43","5","TA/TO","15","31"
"City Hotel","CMR","September","1","0","TA/TO","0","0"
"City Hotel","CHN","June","1","0","Corporate","0","0"
"City Hotel","RUS","October","1","0","Direct","0","1"
"Resort Hotel","SMR","September","1","0","Direct","0","0"
"City Hotel","AUT","April","3","0","Direct","0","2"
"City Hotel","IRN","June","6","2","TA/TO","1","6"
"Resort Hotel","NOR","January","1","0","Direct","0","0"
"Resort Hotel","USA","May","5","1","Direct","1","1"
"City Hotel","EST","December","1","0","TA/TO","0","1"
"City Hotel","BRA","January","165","76","TA/TO","7","143"
"City Hotel","PAK","April","1","1","TA/TO","0","0"
"Resort Hotel","ARE","November","1","1","TA/TO","0","1"
"City Hotel","SWE","March","9","0","Direct","0","2"
"City Hotel","NLD","February","91","12","TA/TO","0","77"
"City Hotel","BEL","June","9","0","Corporate","0","0"
"City Hotel","URY","May","4","0","Corporate","0","1"
"Resort Hotel","KWT","July","1","0","TA/TO","0","1"
"City Hotel","HRV","March","1","0","Corporate","0","0"
"City Hotel","DNK","August","32","9","TA/TO","0","25"
"Resort Hotel","POL","February","1","0","Direct","0","1"
"City Hotel","POL","November","12","0","Direct","0","0"
"Resort Hotel","FRA","July","1","0","Corporate","0","0"
"City Hotel","TUN","January","1","0","TA/TO","0","1"
"City Hotel","IDN","December","10","10","TA/TO","0","0"
"Resort Hotel","USA","August","77","17","TA/TO","15","86"
"City Hotel","BIH","March","1","0","TA/TO","0","2"
"Resort Hotel","AUS","August","3","0","Direct","0","2"
"City Hotel","AUT","June","90","18","TA/TO","0","54"
"City Hotel","USA","December","52","18","TA/TO","3","48"
"Resort Hotel","CN","November","7","1","TA/TO","3","5"
"City Hotel","MLT","March","1","1","TA/TO","0","0"
"City Hotel","SGP","October","2","0","TA/TO","0","2"
"City Hotel","DZA","May","1","0","Corporate","0","0"
"Resort Hotel","CN","February","4","2","Direct","0","0"
"City Hotel","AUT","June","5","0","Direct","0","2"
"City Hotel","TUR","November","2","0","Corporate","0","2"
"Resort Hotel","ISR","January","1","0","TA/TO","0","2"
"City Hotel","ISR","July","31","17","TA/TO","2","39"
"City Hotel","AGO","February","32","28","TA/TO","0","13"
"City Hotel","LTU","November","4","0","TA/TO","0","3"
"Resort Hotel","RUS","May","12","9","TA/TO","1","4"
"Resort Hotel","SRB","September","1","0","TA/TO","0","1"
"City Hotel","SWE","January","1","0","Direct","0","2"
"City Hotel","GRC","March","1","0","Corporate","0","0"
"City Hotel","EST","January","3","0","TA/TO","0","6"
"Resort Hotel","NZL","November","1","0","TA/TO","0","1"
"City Hotel","DZA","March","19","3","TA/TO","0","6"
"City Hotel","FRA","August","991","285","TA/TO","77","958"
"City Hotel","CHE","March","95","23","TA/TO","1","42"
"City Hotel","DZA","November","2","0","Corporate","0","0"
"City Hotel","GBR","November","12","0","Corporate","0","5"
"City Hotel","NOR","March","11","5","TA/TO","0","4"
"Resort Hotel","ITA","September","1","0","Corporate","1","0"
"City Hotel","ITA","November","14","0","Corporate","0","2"
"City Hotel","ITA","May","7","0","Corporate","0","2"
"City Hotel","FIN","May","1","0","Corporate","0","0"
"City Hotel","CRI","May","2","0","TA/TO","0","0"
"City Hotel","UKR","December","1","1","GDS","0","0"
"City Hotel","SEN","November","2","1","TA/TO","0","0"
"Resort Hotel","IND","February","1","0","TA/TO","0","0"
"City Hotel","PRT","June","192","40","Direct","23","151"
"Resort Hotel","LTU","March","1","0","TA/TO","0","0"
"Resort Hotel","CHN","July","13","4","TA/TO","3","24"
"Resort Hotel","CN","March","6","2","Direct","1","1"
"Resort Hotel","FRA","May","30","2","Direct","18","8"
"City Hotel","KOR","September","1","0","Direct","0","2"
"Resort Hotel","BEL","September","2","0","Direct","1","1"
"Resort Hotel","PRT","October","618","362","TA/TO","65","328"
"Resort Hotel","CYP","June","1","0","Direct","0","0"
"City Hotel","VNM","September","1","0","TA/TO","0","1"
"Resort Hotel","GBR","July","544","73","TA/TO","11","404"
"City Hotel","JPN","December","1","0","Direct","0","0"
"Resort Hotel","DEU","November","66","7","TA/TO","6","48"
"City Hotel","LUX","May","1","0","Direct","0","0"
"City Hotel","SVK","January","4","0","TA/TO","0","0"
"City Hotel","AUT","February","58","0","TA/TO","0","17"
"City Hotel","PRT","August","1","0","GDS","0","1"
"Resort Hotel","CN","June","84","4","TA/TO","13","50"
"City Hotel","CZE","June","7","2","TA/TO","0","5"
"Resort Hotel","CMR","January","1","0","TA/TO","0","2"
"City Hotel","CN","June","4","3","Direct","0","3"
"Resort Hotel","FRA","November","29","0","Corporate","2","0"
"Resort Hotel","CN","July","12","1","Direct","4","7"
"Resort Hotel","PRI","May","2","0","Corporate","0","0"
"City Hotel","IRN","April","2","1","TA/TO","0","0"
"City Hotel","KOR","December","4","0","TA/TO","0","4"
"City Hotel","SVK","November","4","0","TA/TO","0","4"
"Resort Hotel","ESP","June","128","56","TA/TO","32","89"
"City Hotel","AUT","October","56","24","TA/TO","3","45"
"City Hotel","GNB","March","1","0","TA/TO","0","0"
"City Hotel","ECU","July","1","1","Direct","0","1"
"City Hotel","EST","October","4","2","TA/TO","0","3"
"Resort Hotel","ITA","March","1","0","Corporate","0","0"
"City Hotel","TUR","June","4","0","Direct","0","0"
"City Hotel","MAC","January","1","1","TA/TO","0","2"
"City Hotel","CYP","January","2","0","Direct","0","0"
"City Hotel","NOR","June","1","0","GDS","0","0"
"Resort Hotel","VNM","July","2","0","TA/TO","0","2"
